ID,duration,wav,spk_id,wrd,micsetup,gender,control,session
1605,2850.0,TORGO/MC01/Session3/wav_arrayMic/0186.wav,MC01,tile,array,M,True,Session3
1606,5250.0,TORGO/MC01/Session3/wav_arrayMic/0069.wav,MC01,ambidextrous pickpockets accomplish more,array,M,True,Session3
1607,3900.0,TORGO/MC01/Session3/wav_arrayMic/0042.wav,MC01,beat,array,M,True,Session3
1608,2700.0,TORGO/MC01/Session3/wav_arrayMic/0204.wav,MC01,low,array,M,True,Session3
1609,4950.0,TORGO/MC01/Session3/wav_arrayMic/0006.wav,MC01,yet he remains the fiercest of competitors,array,M,True,Session3
1610,2700.0,TORGO/MC01/Session3/wav_arrayMic/0307.wav,MC01,born,array,M,True,Session3
1611,4650.0,TORGO/MC01/Session3/wav_arrayMic/0332.wav,MC01,porcupines resemble sea urchins,array,M,True,Session3
1612,3000.0,TORGO/MC01/Session3/wav_arrayMic/0088.wav,MC01,bun,array,M,True,Session3
1613,3000.0,TORGO/MC01/Session3/wav_arrayMic/0002.wav,MC01,fork,array,M,True,Session3
1614,5850.0,TORGO/MC01/Session3/wav_arrayMic/0372.wav,MC01,we must be ready for any needed sacrifice,array,M,True,Session3
1615,2550.0,TORGO/MC01/Session3/wav_arrayMic/0215.wav,MC01,rip,array,M,True,Session3
1616,3450.0,TORGO/MC01/Session3/wav_arrayMic/0041.wav,MC01,beat,array,M,True,Session3
1617,4350.0,TORGO/MC01/Session3/wav_arrayMic/0335.wav,MC01,you have to expect a few bad calls,array,M,True,Session3
1618,2700.0,TORGO/MC01/Session3/wav_arrayMic/0303.wav,MC01,burn,array,M,True,Session3
1619,2400.0,TORGO/MC01/Session3/wav_arrayMic/0144.wav,MC01,see,array,M,True,Session3
1620,2550.0,TORGO/MC01/Session3/wav_arrayMic/0363.wav,MC01,mat,array,M,True,Session3
1621,3150.0,TORGO/MC01/Session3/wav_arrayMic/0295.wav,MC01,a few may be hard to find,array,M,True,Session3
1622,6000.0,TORGO/MC01/Session3/wav_arrayMic/0190.wav,MC01,the eastern coast is a place for pure pleasure and excitement,array,M,True,Session3
1623,2550.0,TORGO/MC01/Session3/wav_arrayMic/0383.wav,MC01,fall,array,M,True,Session3
1624,2700.0,TORGO/MC01/Session3/wav_arrayMic/0310.wav,MC01,luke,array,M,True,Session3
1625,1950.0,TORGO/MC01/Session3/wav_arrayMic/0277.wav,MC01,hall,array,M,True,Session3
1626,2700.0,TORGO/MC01/Session3/wav_arrayMic/0212.wav,MC01,hat,array,M,True,Session3
1627,2400.0,TORGO/MC01/Session3/wav_arrayMic/0164.wav,MC01,fill,array,M,True,Session3
1628,3900.0,TORGO/MC01/Session3/wav_arrayMic/0301.wav,MC01,it was a huge part of my life,array,M,True,Session3
1629,4650.0,TORGO/MC01/Session3/wav_arrayMic/0394.wav,MC01,old telephone booths arent easy to find,array,M,True,Session3
1630,2700.0,TORGO/MC01/Session3/wav_arrayMic/0314.wav,MC01,weave,array,M,True,Session3
1631,2400.0,TORGO/MC01/Session3/wav_arrayMic/0250.wav,MC01,sink,array,M,True,Session3
1632,2850.0,TORGO/MC01/Session3/wav_arrayMic/0143.wav,MC01,ail,array,M,True,Session3
1633,3450.0,TORGO/MC01/Session3/wav_arrayMic/0316.wav,MC01,weve done it in the past,array,M,True,Session3
1634,3000.0,TORGO/MC01/Session3/wav_arrayMic/0387.wav,MC01,full,array,M,True,Session3
1635,1950.0,TORGO/MC01/Session3/wav_arrayMic/0285.wav,MC01,owe,array,M,True,Session3
1636,2550.0,TORGO/MC01/Session3/wav_arrayMic/0393.wav,MC01,table,array,M,True,Session3
1637,2700.0,TORGO/MC01/Session3/wav_arrayMic/0167.wav,MC01,is,array,M,True,Session3
1638,2700.0,TORGO/MC01/Session3/wav_arrayMic/0287.wav,MC01,row,array,M,True,Session3
1639,2850.0,TORGO/MC01/Session3/wav_arrayMic/0039.wav,MC01,beep,array,M,True,Session3
1640,2850.0,TORGO/MC01/Session3/wav_arrayMic/0117.wav,MC01,ate,array,M,True,Session3
1641,3300.0,TORGO/MC01/Session3/wav_arrayMic/0392.wav,MC01,it looked like an accordion,array,M,True,Session3
1642,3150.0,TORGO/MC01/Session3/wav_arrayMic/0176.wav,MC01,charm,array,M,True,Session3
1644,2850.0,TORGO/MC01/Session3/wav_arrayMic/0232.wav,MC01,pat,array,M,True,Session3
1645,6300.0,TORGO/MC01/Session3/wav_arrayMic/0023.wav,MC01,at twilight on the twelfth day well have chablis,array,M,True,Session3
1646,3900.0,TORGO/MC01/Session3/wav_arrayMic/0240.wav,MC01,wax,array,M,True,Session3
1647,3000.0,TORGO/MC01/Session3/wav_arrayMic/0027.wav,MC01,center,array,M,True,Session3
1648,2700.0,TORGO/MC01/Session3/wav_arrayMic/0087.wav,MC01,fell,array,M,True,Session3
1649,1650.0,TORGO/MC01/Session3/wav_arrayMic/0219.wav,MC01,blow,array,M,True,Session3
1650,4200.0,TORGO/MC01/Session3/wav_arrayMic/0055.wav,MC01,the marriage went well from the start,array,M,True,Session3
1651,2850.0,TORGO/MC01/Session3/wav_arrayMic/0098.wav,MC01,ticks,array,M,True,Session3
1652,2250.0,TORGO/MC01/Session3/wav_arrayMic/0140.wav,MC01,pet,array,M,True,Session3
1653,4950.0,TORGO/MC01/Session3/wav_arrayMic/0239.wav,MC01,handle it any way you have to,array,M,True,Session3
1654,2693.5,TORGO/MC01/Session3/wav_arrayMic/0225.wav,MC01,bow ,array,M,True,Session3
1655,3450.0,TORGO/MC01/Session3/wav_arrayMic/0188.wav,MC01,lies,array,M,True,Session3
1656,2550.0,TORGO/MC01/Session3/wav_arrayMic/0391.wav,MC01,panel,array,M,True,Session3
1657,3150.0,TORGO/MC01/Session3/wav_arrayMic/0136.wav,MC01,wax,array,M,True,Session3
1658,2550.0,TORGO/MC01/Session3/wav_arrayMic/0141.wav,MC01,hatch,array,M,True,Session3
1659,2700.0,TORGO/MC01/Session3/wav_arrayMic/0130.wav,MC01,ease,array,M,True,Session3
1660,6150.0,TORGO/MC01/Session3/wav_arrayMic/0217.wav,MC01,we experience distress and frustration obtaining our degrees,array,M,True,Session3
1661,2400.0,TORGO/MC01/Session3/wav_arrayMic/0026.wav,MC01,sticks,array,M,True,Session3
1662,2700.0,TORGO/MC01/Session3/wav_arrayMic/0278.wav,MC01,hate,array,M,True,Session3
1663,2550.0,TORGO/MC01/Session3/wav_arrayMic/0068.wav,MC01,ember,array,M,True,Session3
1664,4800.0,TORGO/MC01/Session3/wav_arrayMic/0255.wav,MC01,eat your raisins outdoors on the porch steps,array,M,True,Session3
1665,2400.0,TORGO/MC01/Session3/wav_arrayMic/0342.wav,MC01,reach,array,M,True,Session3
1666,2550.0,TORGO/MC01/Session3/wav_arrayMic/0306.wav,MC01,hid,array,M,True,Session3
1667,2550.0,TORGO/MC01/Session3/wav_arrayMic/0362.wav,MC01,phone,array,M,True,Session3
1668,2400.0,TORGO/MC01/Session3/wav_arrayMic/0396.wav,MC01,ramp,array,M,True,Session3
1669,3150.0,TORGO/MC01/Session3/wav_arrayMic/0172.wav,MC01,we know we can score,array,M,True,Session3
1670,4500.0,TORGO/MC01/Session3/wav_arrayMic/0334.wav,MC01,he cant abide mistakes in his own game,array,M,True,Session3
1671,5100.0,TORGO/MC01/Session3/wav_arrayMic/0166.wav,MC01,be prepared for odd behavior from friends,array,M,True,Session3
1672,2400.0,TORGO/MC01/Session3/wav_arrayMic/0336.wav,MC01,with,array,M,True,Session3
1673,3900.0,TORGO/MC01/Session3/wav_arrayMic/0137.wav,MC01,he has played very well,array,M,True,Session3
1674,2850.0,TORGO/MC01/Session3/wav_arrayMic/0071.wav,MC01,ape,array,M,True,Session3
1675,2550.0,TORGO/MC01/Session3/wav_arrayMic/0112.wav,MC01,ache,array,M,True,Session3
1677,4200.0,TORGO/MC01/Session3/wav_arrayMic/0108.wav,MC01,range was a vital detail,array,M,True,Session3
1678,2700.0,TORGO/MC01/Session3/wav_arrayMic/0390.wav,MC01,sold,array,M,True,Session3
1679,3300.0,TORGO/MC01/Session3/wav_arrayMic/0173.wav,MC01,we know we can score,array,M,True,Session3
1680,2700.0,TORGO/MC01/Session3/wav_arrayMic/0110.wav,MC01,fat,array,M,True,Session3
1681,1950.0,TORGO/MC01/Session3/wav_arrayMic/0067.wav,MC01,cash,array,M,True,Session3
1682,3150.0,TORGO/MC01/Session3/wav_arrayMic/0011.wav,MC01,sea,array,M,True,Session3
1683,2400.0,TORGO/MC01/Session3/wav_arrayMic/0371.wav,MC01,bull,array,M,True,Session3
1684,2400.0,TORGO/MC01/Session3/wav_arrayMic/0323.wav,MC01,ball,array,M,True,Session3
1685,2700.0,TORGO/MC01/Session3/wav_arrayMic/0404.wav,MC01,beat,array,M,True,Session3
1686,2550.0,TORGO/MC01/Session3/wav_arrayMic/0236.wav,MC01,corn,array,M,True,Session3
1687,2550.0,TORGO/MC01/Session3/wav_arrayMic/0349.wav,MC01,gable,array,M,True,Session3
1688,4650.0,TORGO/MC01/Session3/wav_arrayMic/0095.wav,MC01,we shelled clams for the chowder,array,M,True,Session3
1689,3000.0,TORGO/MC01/Session3/wav_arrayMic/0021.wav,MC01,six,array,M,True,Session3
1690,2250.0,TORGO/MC01/Session3/wav_arrayMic/0344.wav,MC01,feel,array,M,True,Session3
1692,2550.0,TORGO/MC01/Session3/wav_arrayMic/0213.wav,MC01,feet,array,M,True,Session3
1693,4350.0,TORGO/MC01/Session3/wav_arrayMic/0320.wav,MC01,they received all the things they needed,array,M,True,Session3
1694,2700.0,TORGO/MC01/Session3/wav_arrayMic/0317.wav,MC01,fork,array,M,True,Session3
1695,2850.0,TORGO/MC01/Session3/wav_arrayMic/0012.wav,MC01,bumper,array,M,True,Session3
1696,3150.0,TORGO/MC01/Session3/wav_arrayMic/0415.wav,MC01,so he hides the mayonnaise,array,M,True,Session3
1697,4800.0,TORGO/MC01/Session3/wav_arrayMic/0338.wav,MC01,we got drenched from the uninterrupted rain,array,M,True,Session3
1698,2550.0,TORGO/MC01/Session3/wav_arrayMic/0096.wav,MC01,rake,array,M,True,Session3
1699,4350.0,TORGO/MC01/Session3/wav_arrayMic/0283.wav,MC01,both cars were slightly damaged,array,M,True,Session3
1700,3900.0,TORGO/MC01/Session3/wav_arrayMic/0410.wav,MC01,its impossible to deal with bureaucracy,array,M,True,Session3
1701,4200.0,TORGO/MC01/Session3/wav_arrayMic/0169.wav,MC01,we are the largest of the four states,array,M,True,Session3
1702,2850.0,TORGO/MC01/Session3/wav_arrayMic/0291.wav,MC01,hold,array,M,True,Session3
1703,2700.0,TORGO/MC01/Session3/wav_arrayMic/0077.wav,MC01,food,array,M,True,Session3
1704,3000.0,TORGO/MC01/Session3/wav_arrayMic/0033.wav,MC01,temper,array,M,True,Session3
1705,3150.0,TORGO/MC01/Session3/wav_arrayMic/0258.wav,MC01,pad,array,M,True,Session3
1706,2550.0,TORGO/MC01/Session3/wav_arrayMic/0199.wav,MC01,aid,array,M,True,Session3
1707,6900.0,TORGO/MC01/Session3/wav_arrayMic/0381.wav,MC01,they make gin saws and deal in parts supplies and some used gin machinery,array,M,True,Session3
1708,2250.0,TORGO/MC01/Session3/wav_arrayMic/0350.wav,MC01,boat,array,M,True,Session3
1709,7200.0,TORGO/MC01/Session3/wav_arrayMic/0019.wav,MC01,her position covers a number of daily tasks common to any social director,array,M,True,Session3
1710,2550.0,TORGO/MC01/Session3/wav_arrayMic/0252.wav,MC01,cake,array,M,True,Session3
1711,3150.0,TORGO/MC01/Session3/wav_arrayMic/0120.wav,MC01,bunch,array,M,True,Session3
1712,2400.0,TORGO/MC01/Session3/wav_arrayMic/0198.wav,MC01,reap,array,M,True,Session3
1713,2250.0,TORGO/MC01/Session3/wav_arrayMic/0256.wav,MC01,torn,array,M,True,Session3
1714,3000.0,TORGO/MC01/Session3/wav_arrayMic/0196.wav,MC01,had,array,M,True,Session3
1715,3900.0,TORGO/MC01/Session3/wav_arrayMic/0238.wav,MC01,handle it any way you have to,array,M,True,Session3
1716,4500.0,TORGO/MC01/Session3/wav_arrayMic/0220.wav,MC01,were all disappointed with our start,array,M,True,Session3
1717,2550.0,TORGO/MC01/Session3/wav_arrayMic/0380.wav,MC01,crawl,array,M,True,Session3
1718,4350.0,TORGO/MC01/Session3/wav_arrayMic/0036.wav,MC01,i dont think its a good idea,array,M,True,Session3
1719,3000.0,TORGO/MC01/Session3/wav_arrayMic/0028.wav,MC01,mock,array,M,True,Session3
1720,2550.0,TORGO/MC01/Session3/wav_arrayMic/0330.wav,MC01,cork,array,M,True,Session3
1721,3000.0,TORGO/MC01/Session3/wav_arrayMic/0089.wav,MC01,rakes,array,M,True,Session3
1722,2400.0,TORGO/MC01/Session3/wav_arrayMic/0194.wav,MC01,hail,array,M,True,Session3
1723,2550.0,TORGO/MC01/Session3/wav_arrayMic/0374.wav,MC01,tall,array,M,True,Session3
1724,2850.0,TORGO/MC01/Session3/wav_arrayMic/0171.wav,MC01,we know we can score,array,M,True,Session3
1725,2700.0,TORGO/MC01/Session3/wav_arrayMic/0078.wav,MC01,sticks,array,M,True,Session3
1726,2700.0,TORGO/MC01/Session3/wav_arrayMic/0386.wav,MC01,sprain,array,M,True,Session3
1727,2400.0,TORGO/MC01/Session3/wav_arrayMic/0300.wav,MC01,had,array,M,True,Session3
1728,2700.0,TORGO/MC01/Session3/wav_arrayMic/0118.wav,MC01,seat,array,M,True,Session3
1729,3000.0,TORGO/MC01/Session3/wav_arrayMic/0091.wav,MC01,cheese,array,M,True,Session3
1730,2850.0,TORGO/MC01/Session3/wav_arrayMic/0058.wav,MC01,guess,array,M,True,Session3
1731,2100.0,TORGO/MC01/Session3/wav_arrayMic/0273.wav,MC01,hail,array,M,True,Session3
1732,3450.0,TORGO/MC01/Session3/wav_arrayMic/0174.wav,MC01,ate,array,M,True,Session3
1733,4950.0,TORGO/MC01/Session3/wav_arrayMic/0221.wav,MC01,continental drift is a geological theory,array,M,True,Session3
1734,2550.0,TORGO/MC01/Session3/wav_arrayMic/0355.wav,MC01,pace,array,M,True,Session3
1735,3450.0,TORGO/MC01/Session3/wav_arrayMic/0280.wav,MC01,there is such a program,array,M,True,Session3
1736,2700.0,TORGO/MC01/Session3/wav_arrayMic/0259.wav,MC01,hall,array,M,True,Session3
1737,5100.0,TORGO/MC01/Session3/wav_arrayMic/0152.wav,MC01,the prowler wore a ski mask for disguise,array,M,True,Session3
1738,4050.0,TORGO/MC01/Session3/wav_arrayMic/0395.wav,MC01,only two seemed really appealing to me,array,M,True,Session3
1739,2700.0,TORGO/MC01/Session3/wav_arrayMic/0153.wav,MC01,pat,array,M,True,Session3
1740,2700.0,TORGO/MC01/Session3/wav_arrayMic/0024.wav,MC01,neat,array,M,True,Session3
1741,2700.0,TORGO/MC01/Session3/wav_arrayMic/0168.wav,MC01,cash,array,M,True,Session3
1742,2100.0,TORGO/MC01/Session3/wav_arrayMic/0122.wav,MC01,dug,array,M,True,Session3
1743,1500.0,TORGO/MC01/Session3/wav_arrayMic/0269.wav,MC01,term,array,M,True,Session3
1744,3000.0,TORGO/MC01/Session3/wav_arrayMic/0007.wav,MC01,she,array,M,True,Session3
1745,2100.0,TORGO/MC01/Session3/wav_arrayMic/0222.wav,MC01,feed,array,M,True,Session3
1746,2700.0,TORGO/MC01/Session3/wav_arrayMic/0373.wav,MC01,final,array,M,True,Session3
1747,3900.0,TORGO/MC01/Session3/wav_arrayMic/0129.wav,MC01,look for pockets of black sand,array,M,True,Session3
1748,3300.0,TORGO/MC01/Session3/wav_arrayMic/0177.wav,MC01,leaks,array,M,True,Session3
1749,2700.0,TORGO/MC01/Session3/wav_arrayMic/0209.wav,MC01,hat,array,M,True,Session3
1750,3000.0,TORGO/MC01/Session3/wav_arrayMic/0047.wav,MC01,reap,array,M,True,Session3
1752,2250.0,TORGO/MC01/Session3/wav_arrayMic/0210.wav,MC01,are,array,M,True,Session3
1753,2700.0,TORGO/MC01/Session3/wav_arrayMic/0343.wav,MC01,big,array,M,True,Session3
1754,2250.0,TORGO/MC01/Session3/wav_arrayMic/0133.wav,MC01,bunch,array,M,True,Session3
1755,3450.0,TORGO/MC01/Session3/wav_arrayMic/0214.wav,MC01,it was a great meeting,array,M,True,Session3
1757,2700.0,TORGO/MC01/Session3/wav_arrayMic/0159.wav,MC01,peas,array,M,True,Session3
1758,2700.0,TORGO/MC01/Session3/wav_arrayMic/0203.wav,MC01,add,array,M,True,Session3
1759,2400.0,TORGO/MC01/Session3/wav_arrayMic/0104.wav,MC01,wax,array,M,True,Session3
1760,2550.0,TORGO/MC01/Session3/wav_arrayMic/0405.wav,MC01,shawl,array,M,True,Session3
1761,4350.0,TORGO/MC01/Session3/wav_arrayMic/0070.wav,MC01,it requires no big investment,array,M,True,Session3
1762,2400.0,TORGO/MC01/Session3/wav_arrayMic/0281.wav,MC01,had,array,M,True,Session3
1763,2400.0,TORGO/MC01/Session3/wav_arrayMic/0411.wav,MC01,all,array,M,True,Session3
1764,3150.0,TORGO/MC01/Session3/wav_arrayMic/0400.wav,MC01,we just sat there giggling,array,M,True,Session3
1765,2700.0,TORGO/MC01/Session3/wav_arrayMic/0017.wav,MC01,see,array,M,True,Session3
1766,2850.0,TORGO/MC01/Session3/wav_arrayMic/0054.wav,MC01,nine,array,M,True,Session3
1767,3000.0,TORGO/MC01/Session3/wav_arrayMic/0029.wav,MC01,me,array,M,True,Session3
1768,1950.0,TORGO/MC01/Session3/wav_arrayMic/0243.wav,MC01,sink,array,M,True,Session3
1769,2550.0,TORGO/MC01/Session3/wav_arrayMic/0124.wav,MC01,chap,array,M,True,Session3
1770,2550.0,TORGO/MC01/Session3/wav_arrayMic/0115.wav,MC01,heat,array,M,True,Session3
1771,4500.0,TORGO/MC01/Session3/wav_arrayMic/0228.wav,MC01,the family requests that flowers be omitted,array,M,True,Session3
1772,4800.0,TORGO/MC01/Session3/wav_arrayMic/0399.wav,MC01,it fell out of his pocket,array,M,True,Session3
1773,2850.0,TORGO/MC01/Session3/wav_arrayMic/0162.wav,MC01,sell,array,M,True,Session3
1774,2700.0,TORGO/MC01/Session3/wav_arrayMic/0226.wav,MC01,bad,array,M,True,Session3
1775,4950.0,TORGO/MC01/Session3/wav_arrayMic/0022.wav,MC01,i was pleased with the way things went,array,M,True,Session3
1776,2100.0,TORGO/MC01/Session3/wav_arrayMic/0253.wav,MC01,tip,array,M,True,Session3
1777,4350.0,TORGO/MC01/Session3/wav_arrayMic/0090.wav,MC01,i wanted to be an actress,array,M,True,Session3
1778,3450.0,TORGO/MC01/Session3/wav_arrayMic/0364.wav,MC01,we got married right here,array,M,True,Session3
1779,7950.0,TORGO/MC01/Session3/wav_arrayMic/0101.wav,MC01,there was no confirmation of such massive assaults from independent sources,array,M,True,Session3
1780,2850.0,TORGO/MC01/Session3/wav_arrayMic/0005.wav,MC01,code,array,M,True,Session3
1782,3000.0,TORGO/MC01/Session3/wav_arrayMic/0135.wav,MC01,racks,array,M,True,Session3
1783,2700.0,TORGO/MC01/Session3/wav_arrayMic/0025.wav,MC01,meat,array,M,True,Session3
1784,1650.0,TORGO/MC01/Session3/wav_arrayMic/0297.wav,MC01,that,array,M,True,Session3
1785,2700.0,TORGO/MC01/Session3/wav_arrayMic/0379.wav,MC01,screech,array,M,True,Session3
1786,3300.0,TORGO/MC01/Session3/wav_arrayMic/0064.wav,MC01,nice,array,M,True,Session3
1787,3450.0,TORGO/MC01/Session3/wav_arrayMic/0305.wav,MC01,she will order the wine,array,M,True,Session3
1788,2700.0,TORGO/MC01/Session3/wav_arrayMic/0352.wav,MC01,fold,array,M,True,Session3
1789,2250.0,TORGO/MC01/Session3/wav_arrayMic/0333.wav,MC01,wipe,array,M,True,Session3
1790,3300.0,TORGO/MC01/Session3/wav_arrayMic/0043.wav,MC01,spit,array,M,True,Session3
1791,2550.0,TORGO/MC01/Session3/wav_arrayMic/0121.wav,MC01,feet,array,M,True,Session3
1792,2400.0,TORGO/MC01/Session3/wav_arrayMic/0416.wav,MC01,space,array,M,True,Session3
1793,3900.0,TORGO/MC01/Session3/wav_arrayMic/0127.wav,MC01,we talked about the situation,array,M,True,Session3
1794,3300.0,TORGO/MC01/Session3/wav_arrayMic/0040.wav,MC01,fit,array,M,True,Session3
1795,2850.0,TORGO/MC01/Session3/wav_arrayMic/0157.wav,MC01,dock,array,M,True,Session3
1796,2270.0,TORGO/MC01/Session3/wav_arrayMic/0306.wav,MC01,hid,head,M,True,Session3
1797,2780.0,TORGO/MC01/Session3/wav_arrayMic/0185.wav,MC01,duck,head,M,True,Session3
1798,4235.0,TORGO/MC01/Session3/wav_arrayMic/0049.wav,MC01,elderly people are often excluded,head,M,True,Session3
1799,2680.0,TORGO/MC01/Session3/wav_arrayMic/0160.wav,MC01,harm,head,M,True,Session3
1800,2060.0,TORGO/MC01/Session3/wav_arrayMic/0199.wav,MC01,aid,head,M,True,Session3
1801,2025.0,TORGO/MC01/Session3/wav_arrayMic/0370.wav,MC01,able,head,M,True,Session3
1802,3685.0,TORGO/MC01/Session3/wav_arrayMic/0163.wav,MC01,have no fear if you come alone,head,M,True,Session3
1803,2840.0,TORGO/MC01/Session3/wav_arrayMic/0008.wav,MC01,cheer,head,M,True,Session3
1804,2500.0,TORGO/MC01/Session3/wav_arrayMic/0179.wav,MC01,ease,head,M,True,Session3
1805,1815.0,TORGO/MC01/Session3/wav_arrayMic/0253.wav,MC01,tip,head,M,True,Session3
1806,3665.0,TORGO/MC01/Session3/wav_arrayMic/0305.wav,MC01,she will order the wine,head,M,True,Session3
1807,2120.0,TORGO/MC01/Session3/wav_arrayMic/0362.wav,MC01,phone,head,M,True,Session3
1808,2375.0,TORGO/MC01/Session3/wav_arrayMic/0053.wav,MC01,sheer,head,M,True,Session3
1809,3510.0,TORGO/MC01/Session3/wav_arrayMic/0301.wav,MC01,it was a huge part of my life,head,M,True,Session3
1810,4535.0,TORGO/MC01/Session3/wav_arrayMic/0255.wav,MC01,eat your raisins outdoors on the porch steps,head,M,True,Session3
1811,2265.0,TORGO/MC01/Session3/wav_arrayMic/0343.wav,MC01,big,head,M,True,Session3
1812,6315.0,TORGO/MC01/Session3/wav_arrayMic/0403.wav,MC01,hiring the wife for ones company may win her taxaided retirement income,head,M,True,Session3
1813,3145.0,TORGO/MC01/Session3/wav_arrayMic/0046.wav,MC01,six,head,M,True,Session3
1814,2140.0,TORGO/MC01/Session3/wav_arrayMic/0257.wav,MC01,eyes,head,M,True,Session3
1815,1915.0,TORGO/MC01/Session3/wav_arrayMic/0408.wav,MC01,soul,head,M,True,Session3
1816,2545.0,TORGO/MC01/Session3/wav_arrayMic/0028.wav,MC01,mock,head,M,True,Session3
1817,2710.0,TORGO/MC01/Session3/wav_arrayMic/0035.wav,MC01,gash,head,M,True,Session3
1818,2970.0,TORGO/MC01/Session3/wav_arrayMic/0031.wav,MC01,leap,head,M,True,Session3
1819,5815.0,TORGO/MC01/Session3/wav_arrayMic/0217.wav,MC01,we experience distress and frustration obtaining our degrees,head,M,True,Session3
1820,3720.0625,TORGO/MC01/Session3/wav_arrayMic/0332.wav,MC01,porcupines resemble sea urchins,head,M,True,Session3
1821,2015.0,TORGO/MC01/Session3/wav_arrayMic/0357.wav,MC01,spray,head,M,True,Session3
1822,2525.0,TORGO/MC01/Session3/wav_arrayMic/0155.wav,MC01,ease,head,M,True,Session3
1823,2030.0625,TORGO/MC01/Session3/wav_arrayMic/0321.wav,MC01,hold,head,M,True,Session3
1824,3905.0,TORGO/MC01/Session3/wav_arrayMic/0360.wav,MC01,she makes other trips for pleasure,head,M,True,Session3
1825,2740.0,TORGO/MC01/Session3/wav_arrayMic/0079.wav,MC01,rise,head,M,True,Session3
1826,6060.0,TORGO/MC01/Session3/wav_arrayMic/0304.wav,MC01,the staff deserves a lot of credit working down here under real obstacles,head,M,True,Session3
1827,1975.0,TORGO/MC01/Session3/wav_arrayMic/0413.wav,MC01,it,head,M,True,Session3
1828,1695.0625,TORGO/MC01/Session3/wav_arrayMic/0269.wav,MC01,term,head,M,True,Session3
1829,2150.0,TORGO/MC01/Session3/wav_arrayMic/0373.wav,MC01,final,head,M,True,Session3
1830,2190.0,TORGO/MC01/Session3/wav_arrayMic/0303.wav,MC01,burn,head,M,True,Session3
1831,4875.0,TORGO/MC01/Session3/wav_arrayMic/0152.wav,MC01,the prowler wore a ski mask for disguise,head,M,True,Session3
1832,3445.0,TORGO/MC01/Session3/wav_arrayMic/0020.wav,MC01,the sun died at night,head,M,True,Session3
1833,2080.0,TORGO/MC01/Session3/wav_arrayMic/0252.wav,MC01,cake,head,M,True,Session3
1834,2055.0,TORGO/MC01/Session3/wav_arrayMic/0087.wav,MC01,fell,head,M,True,Session3
1835,1780.0,TORGO/MC01/Session3/wav_arrayMic/0418.wav,MC01,pole,head,M,True,Session3
1836,2235.0,TORGO/MC01/Session3/wav_arrayMic/0203.wav,MC01,add,head,M,True,Session3
1837,1880.0,TORGO/MC01/Session3/wav_arrayMic/0223.wav,MC01,sail,head,M,True,Session3
1838,2025.0,TORGO/MC01/Session3/wav_arrayMic/0243.wav,MC01,sink,head,M,True,Session3
1839,2680.0,TORGO/MC01/Session3/wav_arrayMic/0002.wav,MC01,fork,head,M,True,Session3
1840,2005.0,TORGO/MC01/Session3/wav_arrayMic/0270.wav,MC01,whip,head,M,True,Session3
1841,4630.0,TORGO/MC01/Session3/wav_arrayMic/0311.wav,MC01,cable confirmation it said translated,head,M,True,Session3
1842,2395.0,TORGO/MC01/Session3/wav_arrayMic/0231.wav,MC01,wide,head,M,True,Session3
1843,2590.0,TORGO/MC01/Session3/wav_arrayMic/0060.wav,MC01,beam,head,M,True,Session3
1844,2190.0,TORGO/MC01/Session3/wav_arrayMic/0229.wav,MC01,ache,head,M,True,Session3
1845,3795.0,TORGO/MC01/Session3/wav_arrayMic/0132.wav,MC01,hell sell them by the box,head,M,True,Session3
1846,2330.0,TORGO/MC01/Session3/wav_arrayMic/0340.wav,MC01,map,head,M,True,Session3
1847,2120.0,TORGO/MC01/Session3/wav_arrayMic/0061.wav,MC01,two,head,M,True,Session3
1848,2960.0,TORGO/MC01/Session3/wav_arrayMic/0009.wav,MC01,zero,head,M,True,Session3
1849,2045.0,TORGO/MC01/Session3/wav_arrayMic/0273.wav,MC01,hail,head,M,True,Session3
1850,3125.0,TORGO/MC01/Session3/wav_arrayMic/0172.wav,MC01,we know we can score,head,M,True,Session3
1851,4010.0,TORGO/MC01/Session3/wav_arrayMic/0111.wav,MC01,the singers finger had a splinter,head,M,True,Session3
1852,2230.0,TORGO/MC01/Session3/wav_arrayMic/0380.wav,MC01,crawl,head,M,True,Session3
1853,2230.0,TORGO/MC01/Session3/wav_arrayMic/0261.wav,MC01,form,head,M,True,Session3
1854,2680.0625,TORGO/MC01/Session3/wav_arrayMic/0074.wav,MC01,dock,head,M,True,Session3
1855,2005.0,TORGO/MC01/Session3/wav_arrayMic/0333.wav,MC01,wipe,head,M,True,Session3
1856,3415.0,TORGO/MC01/Session3/wav_arrayMic/0295.wav,MC01,a few may be hard to find,head,M,True,Session3
1857,2250.0,TORGO/MC01/Session3/wav_arrayMic/0250.wav,MC01,sink,head,M,True,Session3
1858,3850.0,TORGO/MC01/Session3/wav_arrayMic/0275.wav,MC01,the store serves meals every day,head,M,True,Session3
1859,2365.0,TORGO/MC01/Session3/wav_arrayMic/0094.wav,MC01,take,head,M,True,Session3
1860,2480.0,TORGO/MC01/Session3/wav_arrayMic/0344.wav,MC01,feel,head,M,True,Session3
1861,2510.0,TORGO/MC01/Session3/wav_arrayMic/0196.wav,MC01,had,head,M,True,Session3
1862,4035.0,TORGO/MC01/Session3/wav_arrayMic/0045.wav,MC01,i also can be quite vocal,head,M,True,Session3
