wav,spk_id,prediction,reference
TORGO/MC01/Session3/wav_arrayMic/0281.wav,MC01,had,had
TORGO/MC01/Session3/wav_arrayMic/0411.wav,MC01,oh,all
TORGO/MC01/Session3/wav_arrayMic/0400.wav,MC01,we just sat there giggling,we just sat there giggling
TORGO/MC01/Session3/wav_arrayMic/0017.wav,MC01,yes,see
TORGO/MC01/Session3/wav_arrayMic/0054.wav,MC01,nine,nine
TORGO/MC01/Session3/wav_arrayMic/0029.wav,MC01,no,me
TORGO/MC01/Session3/wav_arrayMic/0243.wav,MC01,sink,sink
TORGO/MC01/Session3/wav_arrayMic/0124.wav,MC01,sure,chap
TORGO/MC01/Session3/wav_arrayMic/0115.wav,MC01,mm,heat
TORGO/MC01/Session3/wav_arrayMic/0228.wav,MC01,the family requests that flowers be omitted,the family requests that flowers be omitted
TORGO/MC01/Session3/wav_arrayMic/0399.wav,MC01,it fell out of his pocket,it fell out of his pocket
TORGO/MC01/Session3/wav_arrayMic/0162.wav,MC01,so,sell
TORGO/MC01/Session3/wav_arrayMic/0226.wav,MC01,bad,bad
TORGO/MC01/Session3/wav_arrayMic/0022.wav,MC01,i was pleased with the way things went,i was pleased with the way things went
TORGO/MC01/Session3/wav_arrayMic/0253.wav,MC01,tip,tip
TORGO/MC01/Session3/wav_arrayMic/0090.wav,MC01,i wanted to be an actress,i wanted to be an actress
TORGO/MC01/Session3/wav_arrayMic/0364.wav,MC01,we got married right here,we got married right here
TORGO/MC01/Session3/wav_arrayMic/0101.wav,MC01,there was no confirmation of such massive assaults from independent sources,there was no confirmation of such massive assaults from independent sources
TORGO/MC01/Session3/wav_arrayMic/0005.wav,MC01,code,code
TORGO/MC01/Session3/wav_arrayMic/0135.wav,MC01,racks,racks
TORGO/MC01/Session3/wav_arrayMic/0025.wav,MC01,mmm,meat
TORGO/MC01/Session3/wav_arrayMic/0297.wav,MC01,that,that
TORGO/MC01/Session3/wav_arrayMic/0379.wav,MC01,street,screech
TORGO/MC01/Session3/wav_arrayMic/0064.wav,MC01,nice,nice
TORGO/MC01/Session3/wav_arrayMic/0305.wav,MC01,she will order the wine,she will order the wine
TORGO/MC01/Session3/wav_arrayMic/0352.wav,MC01,oh,fold
TORGO/MC01/Session3/wav_arrayMic/0333.wav,MC01,why,wipe
TORGO/MC01/Session3/wav_arrayMic/0043.wav,MC01,spit,spit
TORGO/MC01/Session3/wav_arrayMic/0121.wav,MC01,sweet,feet
TORGO/MC01/Session3/wav_arrayMic/0416.wav,MC01,space,space
TORGO/MC01/Session3/wav_arrayMic/0127.wav,MC01,we talked about the situation,we talked about the situation
TORGO/MC01/Session3/wav_arrayMic/0040.wav,MC01,eight,fit
TORGO/MC01/Session3/wav_arrayMic/0157.wav,MC01,doc,dock
TORGO/MC01/Session3/wav_headMic/0306.wav,MC01,,hid
TORGO/MC01/Session3/wav_headMic/0185.wav,MC01,dock,duck
TORGO/MC01/Session3/wav_headMic/0049.wav,MC01,elderly people are often excluded,elderly people are often excluded
TORGO/MC01/Session3/wav_headMic/0160.wav,MC01,harm,harm
TORGO/MC01/Session3/wav_headMic/0199.wav,MC01,eight,aid
TORGO/MC01/Session3/wav_headMic/0370.wav,MC01,able,able
TORGO/MC01/Session3/wav_headMic/0163.wav,MC01,have no fear if you come alone,have no fear if you come alone
TORGO/MC01/Session3/wav_headMic/0008.wav,MC01,cheer,cheer
TORGO/MC01/Session3/wav_headMic/0179.wav,MC01,ease,ease
TORGO/MC01/Session3/wav_headMic/0253.wav,MC01,tip,tip
TORGO/MC01/Session3/wav_headMic/0305.wav,MC01,she will order the wine,she will order the wine
TORGO/MC01/Session3/wav_headMic/0362.wav,MC01,phone,phone
TORGO/MC01/Session3/wav_headMic/0053.wav,MC01,shear,sheer
TORGO/MC01/Session3/wav_headMic/0301.wav,MC01,it was a huge part of my life,it was a huge part of my life
TORGO/MC01/Session3/wav_headMic/0255.wav,MC01,eat your raisins outdoors on the porch steps,eat your raisins outdoors on the porch steps
TORGO/MC01/Session3/wav_headMic/0343.wav,MC01,,big
TORGO/MC01/Session3/wav_headMic/0403.wav,MC01,hiring the wife for one's company may win her tax aided retirement income,hiring the wife for one's company may win her taxaided retirement income
TORGO/MC01/Session3/wav_headMic/0046.wav,MC01,six,six
TORGO/MC01/Session3/wav_headMic/0257.wav,MC01,eyes,eyes
TORGO/MC01/Session3/wav_headMic/0408.wav,MC01,sole,soul
TORGO/MC01/Session3/wav_headMic/0028.wav,MC01,mock,mock
TORGO/MC01/Session3/wav_headMic/0035.wav,MC01,gash,gash
TORGO/MC01/Session3/wav_headMic/0031.wav,MC01,leap,leap
TORGO/MC01/Session3/wav_headMic/0217.wav,MC01,we experienced distress and frustration obtaining our degrees,we experience distress and frustration obtaining our degrees
TORGO/MC01/Session3/wav_headMic/0332.wav,MC01,porcupines resemble sea urchins,porcupines resemble sea urchins
TORGO/MC01/Session3/wav_headMic/0357.wav,MC01,spray,spray
TORGO/MC01/Session3/wav_headMic/0155.wav,MC01,if,ease
TORGO/MC01/Session3/wav_headMic/0321.wav,MC01,hold,hold
TORGO/MC01/Session3/wav_headMic/0360.wav,MC01,she makes other trips for pleasure,she makes other trips for pleasure
TORGO/MC01/Session3/wav_headMic/0079.wav,MC01,rise,rise
TORGO/MC01/Session3/wav_headMic/0304.wav,MC01,the staff deserves a lot of credit working down here under real obstacles,the staff deserves a lot of credit working down here under real obstacles
TORGO/MC01/Session3/wav_headMic/0413.wav,MC01,eight,it
TORGO/MC01/Session3/wav_headMic/0269.wav,MC01,term,term
TORGO/MC01/Session3/wav_headMic/0373.wav,MC01,final,final
TORGO/MC01/Session3/wav_headMic/0303.wav,MC01,brown,burn
TORGO/MC01/Session3/wav_headMic/0152.wav,MC01,the prowler wore a ski mask for disguise,the prowler wore a ski mask for disguise
TORGO/MC01/Session3/wav_headMic/0020.wav,MC01,the son died that night,the sun died at night
TORGO/MC01/Session3/wav_headMic/0252.wav,MC01,cake,cake
TORGO/MC01/Session3/wav_headMic/0087.wav,MC01,fell,fell
TORGO/MC01/Session3/wav_headMic/0418.wav,MC01,paul,pole
TORGO/MC01/Session3/wav_headMic/0203.wav,MC01,add,add
TORGO/MC01/Session3/wav_headMic/0223.wav,MC01,fail,sail
TORGO/MC01/Session3/wav_headMic/0243.wav,MC01,sink,sink
TORGO/MC01/Session3/wav_headMic/0002.wav,MC01,fork,fork
TORGO/MC01/Session3/wav_headMic/0270.wav,MC01,web,whip
TORGO/MC01/Session3/wav_headMic/0311.wav,MC01,cable confirmation it said translated,cable confirmation it said translated
TORGO/MC01/Session3/wav_headMic/0231.wav,MC01,wide,wide
TORGO/MC01/Session3/wav_headMic/0060.wav,MC01,beam,beam
TORGO/MC01/Session3/wav_headMic/0229.wav,MC01,aik,ache
TORGO/MC01/Session3/wav_headMic/0132.wav,MC01,we'll sell them buy the box,he'll sell them by the box
TORGO/MC01/Session3/wav_headMic/0340.wav,MC01,math,map
TORGO/MC01/Session3/wav_headMic/0061.wav,MC01,two,two
TORGO/MC01/Session3/wav_headMic/0009.wav,MC01,zero,zero
TORGO/MC01/Session3/wav_headMic/0273.wav,MC01,hale,hail
TORGO/MC01/Session3/wav_headMic/0172.wav,MC01,we know we can score,we know we can score
TORGO/MC01/Session3/wav_headMic/0111.wav,MC01,the singer's finger had a splinter,the singer's finger had a splinter
TORGO/MC01/Session3/wav_headMic/0380.wav,MC01,crowd,crawl
TORGO/MC01/Session3/wav_headMic/0261.wav,MC01,form,form
TORGO/MC01/Session3/wav_headMic/0074.wav,MC01,dock,dock
TORGO/MC01/Session3/wav_headMic/0333.wav,MC01,wipe,wipe
TORGO/MC01/Session3/wav_headMic/0295.wav,MC01,a few may be hard to find,a few may be hard to find
TORGO/MC01/Session3/wav_headMic/0250.wav,MC01,fink,sink
TORGO/MC01/Session3/wav_headMic/0275.wav,MC01,the store serves meals every day,the store serves meals every day
TORGO/MC01/Session3/wav_headMic/0094.wav,MC01,take,take
TORGO/MC01/Session3/wav_headMic/0344.wav,MC01,feel,feel
TORGO/MC01/Session3/wav_headMic/0196.wav,MC01,had,had
TORGO/MC01/Session3/wav_headMic/0045.wav,MC01,i also can be quite vocal,i also can be quite vocal
TORGO/MC01/Session3/wav_headMic/0378.wav,MC01,boll,ball
TORGO/MC01/Session3/wav_headMic/0307.wav,MC01,born,born
TORGO/MC01/Session3/wav_headMic/0211.wav,MC01,harm,harm
TORGO/MC01/Session3/wav_headMic/0071.wav,MC01,ape,ape
TORGO/MC01/Session3/wav_headMic/0120.wav,MC01,bunch,bunch
TORGO/MC01/Session3/wav_headMic/0326.wav,MC01,bed,bed
TORGO/MC01/Session3/wav_headMic/0044.wav,MC01,sit,seat
TORGO/MC01/Session3/wav_headMic/0291.wav,MC01,hold,hold
TORGO/MC01/Session3/wav_headMic/0064.wav,MC01,nice,nice
TORGO/MC01/Session3/wav_headMic/0137.wav,MC01,he has played very well,he has played very well
TORGO/MC01/Session3/wav_headMic/0182.wav,MC01,pet,pit
TORGO/MC01/Session3/wav_headMic/0372.wav,MC01,we must be ready for any needed sacrifice,we must be ready for any needed sacrifice
TORGO/MC01/Session3/wav_headMic/0042.wav,MC01,beat,beat
TORGO/MC01/Session3/wav_headMic/0036.wav,MC01,i don't think it's a good idea,i don't think it's a good idea
TORGO/MC01/Session3/wav_headMic/0065.wav,MC01,nine,nine
TORGO/MC01/Session3/wav_headMic/0348.wav,MC01,hall,hall
TORGO/MC01/Session3/wav_headMic/0393.wav,MC01,table,table
TORGO/MC01/Session3/wav_headMic/0119.wav,MC01,funch,bunch
TORGO/MC01/Session3/wav_headMic/0235.wav,MC01,farm,farm
TORGO/MC01/Session3/wav_headMic/0329.wav,MC01,spring street is straight ahead,spring street is straight ahead
TORGO/MC01/Session3/wav_headMic/0205.wav,MC01,steak,steak
TORGO/MC01/Session3/wav_headMic/0334.wav,MC01,he can't abide mistakes in his own game,he can't abide mistakes in his own game
TORGO/MC01/Session3/wav_headMic/0405.wav,MC01,shawl,shawl
TORGO/MC01/Session3/wav_headMic/0029.wav,MC01,me,me
TORGO/MC01/Session3/wav_headMic/0409.wav,MC01,rattle,rattle
TORGO/MC01/Session3/wav_headMic/0107.wav,MC01,chop,chop
TORGO/MC01/Session3/wav_headMic/0004.wav,MC01,addition and subtraction are learned skills,addition and subtraction are learned skills
TORGO/MC01/Session3/wav_headMic/0342.wav,MC01,reach,reach
TORGO/MC01/Session3/wav_headMic/0313.wav,MC01,court,court
TORGO/MC01/Session3/wav_headMic/0251.wav,MC01,challenge each general's intelligence,challenge each general's intelligence
TORGO/MC01/Session3/wav_headMic/0407.wav,MC01,fill that canteen with fresh spring water,fill that canteen with fresh spring water
TORGO/MC01/Session3/wav_headMic/0262.wav,MC01,dock,dock
TORGO/MC01/Session3/wav_headMic/0256.wav,MC01,torn,torn
TORGO/MC01/Session3/wav_headMic/0067.wav,MC01,cash,cash
TORGO/MC01/Session3/wav_headMic/0254.wav,MC01,ink,ink
TORGO/MC01/Session3/wav_headMic/0030.wav,MC01,tender,tender
TORGO/MC01/Session3/wav_headMic/0213.wav,MC01,feet,feet
TORGO/MC01/Session3/wav_headMic/0384.wav,MC01,can you paint a room or a portrait,can you paint a room or a portrait
TORGO/MC01/Session3/wav_headMic/0271.wav,MC01,hash,hash
TORGO/MC01/Session3/wav_headMic/0091.wav,MC01,cheese,cheese
TORGO/MC01/Session3/wav_headMic/0170.wav,MC01,we are the largest of the four states,we are the largest of the four states
TORGO/MC01/Session3/wav_headMic/0331.wav,MC01,pink,pink
TORGO/MC01/Session3/wav_headMic/0100.wav,MC01,hall,hall
TORGO/MC01/Session3/wav_headMic/0147.wav,MC01,now i'm living exactly as i chose,now i'm living exactly as i chose
TORGO/MC01/Session3/wav_headMic/0194.wav,MC01,hail,hail
TORGO/MC01/Session3/wav_headMic/0415.wav,MC01,so he hides the mane is,so he hides the mayonnaise
TORGO/MC01/Session3/wav_headMic/0366.wav,MC01,i soon found myself muttering to the walls,i soon found myself muttering to the walls
TORGO/MC01/Session3/wav_headMic/0391.wav,MC01,panel,panel
TORGO/MC01/Session3/wav_headMic/0396.wav,MC01,ramp,ramp
TORGO/MC01/Session3/wav_headMic/0318.wav,MC01,blow,blow
TORGO/MC01/Session3/wav_headMic/0077.wav,MC01,food,food
TORGO/MC01/Session3/wav_headMic/0346.wav,MC01,bagpipes and bongos are musical instruments,bagpipes and bongos are musical instruments
TORGO/MC01/Session3/wav_headMic/0379.wav,MC01,screech,screech
TORGO/MC01/Session3/wav_headMic/0401.wav,MC01,mall,mall
TORGO/MC01/Session3/wav_headMic/0323.wav,MC01,wow,ball
TORGO/MC01/Session3/wav_headMic/0019.wav,MC01,her position covers a number of daily tasks common to any social director,her position covers a number of daily tasks common to any social director
TORGO/MC01/Session3/wav_headMic/0012.wav,MC01,bumper,bumper
TORGO/MC01/Session3/wav_headMic/0232.wav,MC01,pat,pat
TORGO/MC01/Session3/wav_headMic/0394.wav,MC01,old telephone booths aren't easy to find,old telephone booths aren't easy to find
TORGO/MC01/Session3/wav_headMic/0319.wav,MC01,when you are through write a clean report,when you are through write a clean report
TORGO/MC01/Session3/wav_headMic/0225.wav,MC01,bo,bow 
TORGO/MC01/Session3/wav_headMic/0310.wav,MC01,look,luke
TORGO/MC01/Session3/wav_headMic/0375.wav,MC01,payable,fable
TORGO/MC01/Session3/wav_headMic/0236.wav,MC01,corn,corn
TORGO/MC01/Session3/wav_headMic/0173.wav,MC01,we know we can score,we know we can score
TORGO/MC01/Session3/wav_headMic/0011.wav,MC01,see,sea
TORGO/MC01/Session3/wav_headMic/0212.wav,MC01,hard,hat
TORGO/MC01/Session3/wav_headMic/0122.wav,MC01,dog,dug
TORGO/MC01/Session3/wav_headMic/0320.wav,MC01,they received all the things they needed,they received all the things they needed
TORGO/MC01/Session3/wav_headMic/0078.wav,MC01,six,sticks
TORGO/MC01/Session3/wav_headMic/0018.wav,MC01,her position covers a number of daily tasks common to any social director,her position covers a number of daily tasks common to any social director
TORGO/MC01/Session3/wav_headMic/0367.wav,MC01,fall,fall
TORGO/MC01/Session3/wav_headMic/0397.wav,MC01,bat,bat
TORGO/MC01/Session3/wav_headMic/0209.wav,MC01,hot,hat
TORGO/MC01/Session3/wav_headMic/0075.wav,MC01,tail,tail
TORGO/MC01/Session3/wav_headMic/0224.wav,MC01,cold,cold
TORGO/MC01/Session3/wav_headMic/0220.wav,MC01,we're all disappointed with our start,we're all disappointed with our start
TORGO/MC01/Session3/wav_headMic/0135.wav,MC01,racks,racks
TORGO/MC01/Session3/wav_headMic/0162.wav,MC01,sell,sell
TORGO/MC01/Session3/wav_headMic/0228.wav,MC01,the family requests that flowers be omitted,the family requests that flowers be omitted
TORGO/MC01/Session3/wav_headMic/0192.wav,MC01,i didn't know where they were coming from,i didn't know where they were coming from
TORGO/MC01/Session3/wav_headMic/0128.wav,MC01,look for pockets of black sand,look for pockets of black sand
TORGO/MC01/Session3/wav_headMic/0026.wav,MC01,sticks,sticks
TORGO/MC01/Session3/wav_headMic/0198.wav,MC01,reap,reap
TORGO/MC01/Session3/wav_headMic/0233.wav,MC01,the snow blew into large drifts,the snow blew into large drifts
TORGO/MC01/Session3/wav_headMic/0021.wav,MC01,six,six
TORGO/MC01/Session3/wav_headMic/0419.wav,MC01,cliff's display was misplaced on the screen,cliff's display was misplaced on the screen
TORGO/MC01/Session3/wav_headMic/0404.wav,MC01,pete,beat
TORGO/MC01/Session3/wav_headMic/0113.wav,MC01,try to work things out,try to work things out
TORGO/MC01/Session3/wav_headMic/0133.wav,MC01,bunch,bunch
TORGO/MC01/Session3/wav_headMic/0389.wav,MC01,age,each
TORGO/MC01/Session3/wav_headMic/0165.wav,MC01,i had no desire to change my ways,i had no desire to change my ways
TORGO/MC01/Session3/wav_headMic/0153.wav,MC01,pat,pat
TORGO/MC01/Session3/wav_headMic/0180.wav,MC01,full,full
TORGO/MC01/Session3/wav_headMic/0007.wav,MC01,she,she
TORGO/MC01/Session3/wav_headMic/0416.wav,MC01,space,space
TORGO/MC01/Session3/wav_headMic/0161.wav,MC01,fat,fat
TORGO/MC01/Session3/wav_headMic/0142.wav,MC01,hatch,hatch
TORGO/MC01/Session3/wav_headMic/0025.wav,MC01,meet,meat
TORGO/MC01/Session3/wav_headMic/0412.wav,MC01,she was not seriously injured,she was not seriously injured
TORGO/MC01/Session3/wav_headMic/0355.wav,MC01,pace,pace
TORGO/MC01/Session3/wav_headMic/0387.wav,MC01,fall,full
TORGO/MC01/Session3/wav_headMic/0349.wav,MC01,gable,gable
TORGO/MC01/Session3/wav_headMic/0105.wav,MC01,leek,leak
TORGO/MC01/Session3/wav_headMic/0289.wav,MC01,upgrade your status to reflect your wealth,upgrade your status to reflect your wealth
TORGO/MC01/Session3/wav_headMic/0013.wav,MC01,vendor,bender
TORGO/MC01/Session3/wav_headMic/0006.wav,MC01,yet he remains the fiercest of competitors,yet he remains the fiercest of competitors
TORGO/MC01/Session3/wav_headMic/0062.wav,MC01,lender,lender
TORGO/MC01/Session3/wav_headMic/0308.wav,MC01,the new highway is straight and empty,the new highway is straight and empty
TORGO/MC01/Session3/wav_headMic/0226.wav,MC01,bad,bad
TORGO/MC01/Session3/wav_headMic/0386.wav,MC01,spring,sprain
TORGO/MC01/Session3/wav_headMic/0041.wav,MC01,beat,beat
TORGO/MC01/Session3/wav_headMic/0230.wav,MC01,leak,leak
TORGO/MC01/Session3/wav_headMic/0390.wav,MC01,sold,sold
TORGO/MC01/Session3/wav_headMic/0118.wav,MC01,seat,seat
TORGO/MC01/Session3/wav_headMic/0238.wav,MC01,handle it any way you have to,handle it any way you have to
TORGO/MC01/Session3/wav_headMic/0206.wav,MC01,add,add
TORGO/MC01/Session3/wav_headMic/0148.wav,MC01,now i'm living exactly as i choose,now i'm living exactly as i choose
TORGO/MC01/Session3/wav_headMic/0292.wav,MC01,they'll never fit me again,they'll never fit me again
TORGO/MC01/Session3/wav_headMic/0309.wav,MC01,low,low
TORGO/MC01/Session3/wav_headMic/0114.wav,MC01,lack,lax
TORGO/MC01/Session3/wav_headMic/0095.wav,MC01,we shelled clans for the chowder,we shelled clams for the chowder
TORGO/MC01/Session3/wav_headMic/0277.wav,MC01,hall,hall
TORGO/MC01/Session3/wav_headMic/0073.wav,MC01,hail,hail
TORGO/MC01/Session3/wav_headMic/0383.wav,MC01,fall,fall
TORGO/MC01/Session3/wav_headMic/0191.wav,MC01,the plot is laced with mysterious incidents,the plot is laced with mysterious incidents
TORGO/MC01/Session3/wav_headMic/0089.wav,MC01,reeks,rakes
TORGO/MC01/Session3/wav_headMic/0144.wav,MC01,fee,see
TORGO/MC01/Session3/wav_headMic/0278.wav,MC01,hate,hate
TORGO/MC01/Session3/wav_headMic/0335.wav,MC01,you have to expect a few bad calls,you have to expect a few bad calls
TORGO/MC01/Session3/wav_headMic/0315.wav,MC01,last year's gas shortage caused steep price increases,last year's gas shortage caused steep price increases
TORGO/MC01/Session3/wav_headMic/0248.wav,MC01,weep,weep
TORGO/MC01/Session3/wav_headMic/0336.wav,MC01,with,with
TORGO/MC01/Session3/wav_headMic/0010.wav,MC01,see,sea
TORGO/MC01/Session3/wav_headMic/0410.wav,MC01,it's impossible to deal with bureaucracy,it's impossible to deal with bureaucracy
TORGO/MC01/Session3/wav_headMic/0406.wav,MC01,boot,boot
TORGO/MC01/Session3/wav_headMic/0023.wav,MC01,at twilight on the twelfth day we'll have shoveless,at twilight on the twelfth day we'll have chablis
TORGO/MC01/Session3/wav_headMic/0015.wav,MC01,pete,pete
TORGO/MC01/Session3/wav_headMic/0314.wav,MC01,weave,weave
TORGO/MC01/Session3/wav_headMic/0265.wav,MC01,y,why
TORGO/MC01/Session3/wav_headMic/0201.wav,MC01,march,munch
TORGO/MC01/Session3/wav_headMic/0361.wav,MC01,paying,pain
TORGO/MC01/Session3/wav_headMic/0317.wav,MC01,fork,fork
TORGO/MC01/Session3/wav_headMic/0364.wav,MC01,we got married right here,we got married right here
TORGO/MC01/Session3/wav_headMic/0027.wav,MC01,centre,center
TORGO/MC01/Session3/wav_headMic/0124.wav,MC01,chap,chap
TORGO/MC01/Session3/wav_headMic/0286.wav,MC01,we knew we weren't doing well,we knew we weren't doing well
TORGO/MC01/Session3/wav_headMic/0266.wav,MC01,when,win
TORGO/MC01/Session3/wav_headMic/0395.wav,MC01,only two seemed really appealing to me,only two seemed really appealing to me
TORGO/MC01/Session3/wav_headMic/0218.wav,MC01,academic aptitude guarantees your diploma,academic aptitude guarantees your diploma
TORGO/MC01/Session3/wav_headMic/0003.wav,MC01,worse luck was still to come,worse luck was still to come
TORGO/MC01/Session3/wav_headMic/0069.wav,MC01,ambie dextrous pickpockets accomplish more,ambidextrous pickpockets accomplish more
TORGO/MC01/Session3/wav_headMic/0369.wav,MC01,page,page
TORGO/MC01/Session3/wav_headMic/0186.wav,MC01,tile,tile
TORGO/MC01/Session3/wav_headMic/0088.wav,MC01,bunny,bun
TORGO/MC01/Session3/wav_headMic/0101.wav,MC01,there was no confirmation of such massive assaults from independent sources,there was no confirmation of such massive assaults from independent sources
TORGO/MC01/Session3/wav_headMic/0352.wav,MC01,fold,fold
TORGO/MC01/Session3/wav_headMic/0037.wav,MC01,wow,woe
TORGO/MC01/Session3/wav_headMic/0284.wav,MC01,rise,rise
TORGO/MC01/Session3/wav_headMic/0268.wav,MC01,tall,tall
TORGO/MC01/Session3/wav_headMic/0312.wav,MC01,whack,wack
TORGO/MC01/Session3/wav_headMic/0347.wav,MC01,bash,bash
TORGO/MC01/Session3/wav_headMic/0339.wav,MC01,liddle,ladle
TORGO/MC01/Session3/wav_headMic/0341.wav,MC01,ban,ban
TORGO/MC01/Session3/wav_headMic/0115.wav,MC01,heat,heat
TORGO/MC01/Session3/wav_headMic/0158.wav,MC01,pet,pit
TORGO/MC01/Session3/wav_headMic/0139.wav,MC01,pet,pet
TORGO/MC01/Session3/wav_headMic/0166.wav,MC01,be prepared for odd behavior from friends,be prepared for odd behavior from friends
TORGO/MC01/Session3/wav_headMic/0102.wav,MC01,air,air
TORGO/MC01/Session3/wav_headMic/0084.wav,MC01,the legislature met to judge the state of public education,the legislature met to judge the state of public education
TORGO/MC01/Session3/wav_headMic/0134.wav,MC01,pill,pill
TORGO/MC01/Session3/wav_headMic/0316.wav,MC01,we've done it in the past,we've done it in the past
TORGO/MC01/Session3/wav_headMic/0338.wav,MC01,we got drenched from the uninterrupted rain,we got drenched from the uninterrupted rain
TORGO/MC01/Session3/wav_headMic/0388.wav,MC01,sat,sat
TORGO/MC01/Session3/wav_headMic/0298.wav,MC01,feed,seed
TORGO/MC01/Session3/wav_headMic/0272.wav,MC01,wise,was
TORGO/MC01/Session3/wav_headMic/0174.wav,MC01,eight,ate
TORGO/MC01/Session3/wav_headMic/0052.wav,MC01,aka,ache
TORGO/MC01/Session3/wav_headMic/0112.wav,MC01,aic,ache
TORGO/MC01/Session3/wav_headMic/0047.wav,MC01,reap,reap
TORGO/MC01/Session3/wav_headMic/0246.wav,MC01,horn,horn
TORGO/MC01/Session3/wav_headMic/0188.wav,MC01,lies,lies
TORGO/MC01/Session3/wav_headMic/0353.wav,MC01,bank,bank
TORGO/MC01/Session3/wav_headMic/0181.wav,MC01,is,is
TORGO/MC01/Session3/wav_headMic/0080.wav,MC01,rise,rise
TORGO/MC01/Session3/wav_headMic/0368.wav,MC01,teach,teach
TORGO/MC01/Session3/wav_headMic/0059.wav,MC01,two,to
TORGO/MC01/Session3/wav_headMic/0130.wav,MC01,yes,ease
TORGO/MC01/Session3/wav_headMic/0283.wav,MC01,both cars were slightly damaged,both cars were slightly damaged
TORGO/MC01/Session3/wav_headMic/0057.wav,MC01,seven,seven
TORGO/MC01/Session3/wav_headMic/0151.wav,MC01,blend,blend
TORGO/MC01/Session3/wav_headMic/0126.wav,MC01,,ache
TORGO/MC01/Session3/wav_headMic/0227.wav,MC01,wives,wives
TORGO/MC01/Session3/wav_headMic/0167.wav,MC01,it is,is
TORGO/MC01/Session3/wav_headMic/0099.wav,MC01,knock,knock
TORGO/MC01/Session3/wav_headMic/0143.wav,MC01,a l,ail
TORGO/MC01/Session3/wav_headMic/0110.wav,MC01,fat,fat
TORGO/MC01/Session3/wav_headMic/0281.wav,MC01,had,had
TORGO/MC01/Session3/wav_headMic/0063.wav,MC01,hush,hash
TORGO/MC01/Session3/wav_headMic/0108.wav,MC01,range was a vital detail,range was a vital detail
TORGO/MC01/Session3/wav_headMic/0081.wav,MC01,the job also covers a number of other items,the job also covers a number of other items
TORGO/MC01/Session3/wav_headMic/0258.wav,MC01,pad,pad
TORGO/MC01/Session3/wav_headMic/0363.wav,MC01,matt,mat
TORGO/MC01/Session3/wav_headMic/0109.wav,MC01,the lack of heat compounded the tenants'grievances,the lack of heat compounded the tenant's grievances
TORGO/MC01/Session3/wav_headMic/0193.wav,MC01,sheet,sheet
TORGO/MC01/Session3/wav_headMic/0400.wav,MC01,we just sat there giggling,we just sat there giggling
TORGO/MC01/Session3/wav_headMic/0259.wav,MC01,how,hall
TORGO/MC01/Session3/wav_headMic/0086.wav,MC01,arm,arm
TORGO/MC01/Session3/wav_headMic/0260.wav,MC01,wise,wise
TORGO/MC01/Session3/wav_headMic/0054.wav,MC01,nine,nine
TORGO/MC01/Session3/wav_headMic/0240.wav,MC01,wax,wax
TORGO/MC01/Session3/wav_headMic/0244.wav,MC01,heat,heat
TORGO/MC01/Session3/wav_headMic/0204.wav,MC01,low,low
TORGO/MC01/Session3/wav_headMic/0382.wav,MC01,i like them because they are practical,i like them because they are practical
TORGO/MC01/Session3/wav_headMic/0043.wav,MC01,spit,spit
TORGO/MC01/Session3/wav_headMic/0327.wav,MC01,he took heart and played,he took heart and played
TORGO/MC01/Session3/wav_headMic/0032.wav,MC01,ash,ash
TORGO/MC01/Session3/wav_headMic/0076.wav,MC01,fender,fender
TORGO/MC01/Session3/wav_headMic/0159.wav,MC01,peace,peas
TORGO/MC01/Session3/wav_headMic/0414.wav,MC01,i saw him a few weeks later,i saw him a few weeks later
TORGO/MC01/Session3/wav_headMic/0125.wav,MC01,row,row
TORGO/MC01/Session3/wav_headMic/0322.wav,MC01,oh,all
TORGO/MC01/Session3/wav_headMic/0016.wav,MC01,i haven't seen that friend for years,i haven't seen that friend for years
TORGO/MC01/Session3/wav_headMic/0376.wav,MC01,fool,fool
TORGO/MC01/Session3/wav_headMic/0300.wav,MC01,had,had
TORGO/MC01/Session3/wav_headMic/0285.wav,MC01,oh,owe
TORGO/MC01/Session3/wav_headMic/0187.wav,MC01,any contributions will be greatly appreciated,any contributions will be greatly appreciated
TORGO/MC01/Session3/wav_headMic/0280.wav,MC01,there is such a program,there is such a program
TORGO/MC01/Session3/wav_headMic/0276.wav,MC01,short,short
TORGO/MC01/Session3/wav_headMic/0176.wav,MC01,charm,charm
TORGO/MC01/Session3/wav_headMic/0024.wav,MC01,neat,neat
TORGO/MC01/Session3/wav_headMic/0034.wav,MC01,i tell you it was wonderful,i tell you it was wonderful
TORGO/MC01/Session3/wav_headMic/0068.wav,MC01,amber,ember
TORGO/MC01/Session3/wav_headMic/0146.wav,MC01,hush,hash
TORGO/MC01/Session3/wav_headMic/0083.wav,MC01,the legislature met to judge the state of public education,the legislature met to judge the state of public education
TORGO/MC01/Session3/wav_headMic/0274.wav,MC01,regular attendance is seldom required,regular attendance is seldom required
TORGO/MC01/Session3/wav_headMic/0177.wav,MC01,leaks,leaks
TORGO/MC01/Session3/wav_headMic/0175.wav,MC01,whip,lip
TORGO/MC01/Session3/wav_headMic/0288.wav,MC01,hail,hail
TORGO/MC01/Session3/wav_headMic/0297.wav,MC01,that,that
