ID,duration,wav,spk_id,prediction,reference
1509,7350.0,TORGO/MC01/Session3/wav_arrayMic/0106.wav,MC01,this he added brought about petty jealousies and petty personal grievances,this he added brought about petty jealousies and petty personal grievances
1510,3900.0,TORGO/MC01/Session3/wav_arrayMic/0384.wav,MC01,can you paint a room or a portrait,can you paint a room or a portrait
1511,4500.0,TORGO/MC01/Session3/wav_arrayMic/0192.wav,MC01,i didn't know where they were coming from,i didn't know where they were coming from
1512,2400.0,TORGO/MC01/Session3/wav_arrayMic/0367.wav,MC01,call,fall
1513,4350.0,TORGO/MC01/Session3/wav_arrayMic/0111.wav,MC01,the finger's finger had a splinter,the singer's finger had a splinter
1514,2100.0,TORGO/MC01/Session3/wav_arrayMic/0276.wav,MC01,short,short
1515,2700.0,TORGO/MC01/Session3/wav_arrayMic/0385.wav,MC01,po no,funnel
1516,2700.0,TORGO/MC01/Session3/wav_arrayMic/0107.wav,MC01,twelve,chop
1517,2400.0,TORGO/MC01/Session3/wav_arrayMic/0339.wav,MC01,we do,ladle
1518,2850.0,TORGO/MC01/Session3/wav_arrayMic/0126.wav,MC01,eight,ache
1519,2550.0,TORGO/MC01/Session3/wav_arrayMic/0205.wav,MC01,steak,steak
1520,4500.0,TORGO/MC01/Session3/wav_arrayMic/0275.wav,MC01,a store serves meals every day,the store serves meals every day
1521,2700.0,TORGO/MC01/Session3/wav_arrayMic/0348.wav,MC01,hall,hall
1522,2700.0,TORGO/MC01/Session3/wav_arrayMic/0103.wav,MC01,seed,seed
1523,3150.0,TORGO/MC01/Session3/wav_arrayMic/0181.wav,MC01,is,is
1524,4200.0,TORGO/MC01/Session3/wav_arrayMic/0045.wav,MC01,i also can be quite vocal,i also can be quite vocal
1525,2400.0,TORGO/MC01/Session3/wav_arrayMic/0325.wav,MC01,wort,wart
1526,2700.0,TORGO/MC01/Session3/wav_arrayMic/0340.wav,MC01,math,map
1527,4650.0,TORGO/MC01/Session3/wav_arrayMic/0049.wav,MC01,elderly people are often excluded,elderly people are often excluded
1528,3600.0,TORGO/MC01/Session3/wav_arrayMic/0132.wav,MC01,we'll sell them by the box,he'll sell them by the box
1529,4500.0,TORGO/MC01/Session3/wav_arrayMic/0147.wav,MC01,now i'm living exactly as i chose,now i'm living exactly as i chose
1530,4800.0,TORGO/MC01/Session3/wav_arrayMic/0093.wav,MC01,begin by trying to speak up more,begin by trying to speak up more
1531,2400.0,TORGO/MC01/Session3/wav_arrayMic/0321.wav,MC01,oh,hold
1532,3300.0,TORGO/MC01/Session3/wav_arrayMic/0031.wav,MC01,wait,leap
1533,3300.0,TORGO/MC01/Session3/wav_arrayMic/0178.wav,MC01,steak,steak
1534,2250.0,TORGO/MC01/Session3/wav_arrayMic/0265.wav,MC01,y,why
1535,2850.0,TORGO/MC01/Session3/wav_arrayMic/0100.wav,MC01,oh,hall
1536,4350.0,TORGO/MC01/Session3/wav_arrayMic/0016.wav,MC01,i haven't seen that friend for years,i haven't seen that friend for years
1537,2400.0,TORGO/MC01/Session3/wav_arrayMic/0341.wav,MC01,ban,ban
1538,2700.0,TORGO/MC01/Session3/wav_arrayMic/0216.wav,MC01,and,end
1539,2700.0,TORGO/MC01/Session3/wav_arrayMic/0010.wav,MC01,see,sea
1540,4050.0,TORGO/MC01/Session3/wav_arrayMic/0382.wav,MC01,i like them because they are practical,i like them because they are practical
1541,2100.0,TORGO/MC01/Session3/wav_arrayMic/0224.wav,MC01,cool,cold
1542,2250.0,TORGO/MC01/Session3/wav_arrayMic/0378.wav,MC01,wow,ball
1543,5400.0,TORGO/MC01/Session3/wav_arrayMic/0004.wav,MC01,addition and subtraction are learned skills,addition and subtraction are learned skills
1544,2400.0,TORGO/MC01/Session3/wav_arrayMic/0328.wav,MC01,sort,sort
1545,2400.0,TORGO/MC01/Session3/wav_arrayMic/0402.wav,MC01,pool,pull
1546,2850.0,TORGO/MC01/Session3/wav_arrayMic/0179.wav,MC01,ease,ease
1547,3150.0,TORGO/MC01/Session3/wav_arrayMic/0013.wav,MC01,vendor,bender
1548,4650.0,TORGO/MC01/Session3/wav_arrayMic/0274.wav,MC01,regular attendance is seldom required,regular attendance is seldom required
1549,6600.0,TORGO/MC01/Session3/wav_arrayMic/0403.wav,MC01,hiring the wife for one's company may win her tax aided retirement income,hiring the wife for one's company may win her taxaided retirement income
1550,2550.0,TORGO/MC01/Session3/wav_arrayMic/0201.wav,MC01,march,munch
1551,2400.0,TORGO/MC01/Session3/wav_arrayMic/0368.wav,MC01,coach,teach
1552,2550.0,TORGO/MC01/Session3/wav_arrayMic/0318.wav,MC01,blow,blow
1553,2700.0,TORGO/MC01/Session3/wav_arrayMic/0353.wav,MC01,bank,bank
1554,2850.0,TORGO/MC01/Session3/wav_arrayMic/0073.wav,MC01,hail,hail
1555,3900.0,TORGO/MC01/Session3/wav_arrayMic/0034.wav,MC01,i tell you it was wonderful,i tell you it was wonderful
1556,3750.0,TORGO/MC01/Session3/wav_arrayMic/0020.wav,MC01,the son died that night,the sun died at night
1557,2700.0,TORGO/MC01/Session3/wav_arrayMic/0131.wav,MC01,oh,tall
1558,2400.0,TORGO/MC01/Session3/wav_arrayMic/0288.wav,MC01,hail,hail
1559,3300.0,TORGO/MC01/Session3/wav_arrayMic/0009.wav,MC01,zero,zero
1560,3000.0,TORGO/MC01/Session3/wav_arrayMic/0099.wav,MC01,knock,knock
1561,3150.0,TORGO/MC01/Session3/wav_arrayMic/0102.wav,MC01,air,air
1562,2700.0,TORGO/MC01/Session3/wav_arrayMic/0119.wav,MC01,punch,bunch
1563,2850.0,TORGO/MC01/Session3/wav_arrayMic/0195.wav,MC01,tile,tile
1564,2700.0,TORGO/MC01/Session3/wav_arrayMic/0351.wav,MC01,street,street
1565,3450.0,TORGO/MC01/Session3/wav_arrayMic/0414.wav,MC01,i saw him a few weeks later,i saw him a few weeks later
1566,2550.0,TORGO/MC01/Session3/wav_arrayMic/0337.wav,MC01,why,wine
1567,3000.0,TORGO/MC01/Session3/wav_arrayMic/0158.wav,MC01,great,pit
1568,4500.0,TORGO/MC01/Session3/wav_arrayMic/0233.wav,MC01,the snow blew into large drifts,the snow blew into large drifts
1569,2850.0,TORGO/MC01/Session3/wav_arrayMic/0134.wav,MC01,pale,pill
1570,2400.0,TORGO/MC01/Session3/wav_arrayMic/0408.wav,MC01,so,soul
1571,2850.0,TORGO/MC01/Session3/wav_arrayMic/0053.wav,MC01,shear,sheer
1572,2700.0,TORGO/MC01/Session3/wav_arrayMic/0094.wav,MC01,take,take
1573,2550.0,TORGO/MC01/Session3/wav_arrayMic/0375.wav,MC01,payable,fable
1574,3000.0,TORGO/MC01/Session3/wav_arrayMic/0151.wav,MC01,one,blend
1575,4800.0,TORGO/MC01/Session3/wav_arrayMic/0148.wav,MC01,now i'm living exactly as i choose,now i'm living exactly as i choose
1576,3600.0,TORGO/MC01/Session3/wav_arrayMic/0292.wav,MC01,they'll never hit me again,they'll never fit me again
1577,4500.0,TORGO/MC01/Session3/wav_arrayMic/0419.wav,MC01,cliff's display was misplaced on the screen,cliff's display was misplaced on the screen
1578,3300.0,TORGO/MC01/Session3/wav_arrayMic/0150.wav,MC01,cat,cat
1579,2550.0,TORGO/MC01/Session3/wav_arrayMic/0193.wav,MC01,sheet,sheet
1580,2550.0,TORGO/MC01/Session3/wav_arrayMic/0260.wav,MC01,wise,wise
1581,4650.0,TORGO/MC01/Session3/wav_arrayMic/0289.wav,MC01,upgrade your status to reflect your wealth,upgrade your status to reflect your wealth
1582,2700.0,TORGO/MC01/Session3/wav_arrayMic/0063.wav,MC01,hush,hash
1584,2850.0,TORGO/MC01/Session3/wav_arrayMic/0231.wav,MC01,wide,wide
1585,3450.0,TORGO/MC01/Session3/wav_arrayMic/0286.wav,MC01,we knew we weren't doing well,we knew we weren't doing well
1586,5100.0,TORGO/MC01/Session3/wav_arrayMic/0191.wav,MC01,the plot is laced with mysterious incidents,the plot is laced with mysterious incidents
1587,2550.0,TORGO/MC01/Session3/wav_arrayMic/0309.wav,MC01,low,low
1588,3450.0,TORGO/MC01/Session3/wav_arrayMic/0245.wav,MC01,he noted the fact carefully,he noted the fact carefully
1589,2850.0,TORGO/MC01/Session3/wav_arrayMic/0114.wav,MC01,wax,lax
1590,4500.0,TORGO/MC01/Session3/wav_arrayMic/0319.wav,MC01,when you are through write a clean report,when you are through write a clean report
1591,4950.0,TORGO/MC01/Session3/wav_arrayMic/0311.wav,MC01,cable confirmation it said translated,cable confirmation it said translated
1592,3300.0,TORGO/MC01/Session3/wav_arrayMic/0113.wav,MC01,try to work things out,try to work things out
1593,2250.0,TORGO/MC01/Session3/wav_arrayMic/0237.wav,MC01,dogs,docks
1594,2100.0,TORGO/MC01/Session3/wav_arrayMic/0413.wav,MC01,eight,it
1595,3000.0,TORGO/MC01/Session3/wav_arrayMic/0044.wav,MC01,c,seat
1596,2550.0,TORGO/MC01/Session3/wav_arrayMic/0331.wav,MC01,pink,pink
1597,3450.0,TORGO/MC01/Session3/wav_arrayMic/0327.wav,MC01,he took heart and played,he took heart and played
1598,2700.0,TORGO/MC01/Session3/wav_arrayMic/0242.wav,MC01,how,hall
1599,2700.0,TORGO/MC01/Session3/wav_arrayMic/0075.wav,MC01,tail,tail
1600,3450.0,TORGO/MC01/Session3/wav_arrayMic/0264.wav,MC01,did you wait yet,did you eat yet
1601,2700.0,TORGO/MC01/Session3/wav_arrayMic/0185.wav,MC01,dark,duck
1602,2550.0,TORGO/MC01/Session3/wav_arrayMic/0357.wav,MC01,spray,spray
1603,3000.0,TORGO/MC01/Session3/wav_arrayMic/0060.wav,MC01,endoftext,beam
1604,2850.0,TORGO/MC01/Session3/wav_arrayMic/0057.wav,MC01,seven,seven
1605,2850.0,TORGO/MC01/Session3/wav_arrayMic/0186.wav,MC01,tile,tile
1606,5250.0,TORGO/MC01/Session3/wav_arrayMic/0069.wav,MC01,andy dexterous pickpockets accomplish more,ambidextrous pickpockets accomplish more
1608,2700.0,TORGO/MC01/Session3/wav_arrayMic/0204.wav,MC01,low,low
1609,4950.0,TORGO/MC01/Session3/wav_arrayMic/0006.wav,MC01,yet he remains the fiercest of competitors,yet he remains the fiercest of competitors
1610,2700.0,TORGO/MC01/Session3/wav_arrayMic/0307.wav,MC01,born,born
1611,4650.0,TORGO/MC01/Session3/wav_arrayMic/0332.wav,MC01,porcupines resemble sea urchins,porcupines resemble sea urchins
1612,3000.0,TORGO/MC01/Session3/wav_arrayMic/0088.wav,MC01,one,bun
1613,3000.0,TORGO/MC01/Session3/wav_arrayMic/0002.wav,MC01,fork,fork
1614,5850.0,TORGO/MC01/Session3/wav_arrayMic/0372.wav,MC01,we must be ready for any needed sacrifice,we must be ready for any needed sacrifice
1615,2550.0,TORGO/MC01/Session3/wav_arrayMic/0215.wav,MC01,rip,rip
1616,3450.0,TORGO/MC01/Session3/wav_arrayMic/0041.wav,MC01,endoftext,beat
1617,4350.0,TORGO/MC01/Session3/wav_arrayMic/0335.wav,MC01,you have to expect a few bad calls,you have to expect a few bad calls
1618,2700.0,TORGO/MC01/Session3/wav_arrayMic/0303.wav,MC01,burn,burn
1619,2400.0,TORGO/MC01/Session3/wav_arrayMic/0144.wav,MC01,see,see
1620,2550.0,TORGO/MC01/Session3/wav_arrayMic/0363.wav,MC01,matt,mat
1621,3150.0,TORGO/MC01/Session3/wav_arrayMic/0295.wav,MC01,a few may be hard to find,a few may be hard to find
1622,6000.0,TORGO/MC01/Session3/wav_arrayMic/0190.wav,MC01,the eastern coast is a place for pure pleasure and excitement,the eastern coast is a place for pure pleasure and excitement
1623,2550.0,TORGO/MC01/Session3/wav_arrayMic/0383.wav,MC01,oh,fall
1624,2700.0,TORGO/MC01/Session3/wav_arrayMic/0310.wav,MC01,mook,luke
1625,1950.0,TORGO/MC01/Session3/wav_arrayMic/0277.wav,MC01,hall,hall
1626,2700.0,TORGO/MC01/Session3/wav_arrayMic/0212.wav,MC01,hard,hat
1627,2400.0,TORGO/MC01/Session3/wav_arrayMic/0164.wav,MC01,fell,fill
1628,3900.0,TORGO/MC01/Session3/wav_arrayMic/0301.wav,MC01,it was a huge part of my life,it was a huge part of my life
1629,4650.0,TORGO/MC01/Session3/wav_arrayMic/0394.wav,MC01,old telephone booths aren't easy to find,old telephone booths aren't easy to find
1630,2700.0,TORGO/MC01/Session3/wav_arrayMic/0314.wav,MC01,weave,weave
1631,2400.0,TORGO/MC01/Session3/wav_arrayMic/0250.wav,MC01,sink,sink
1632,2850.0,TORGO/MC01/Session3/wav_arrayMic/0143.wav,MC01,a l,ail
1633,3450.0,TORGO/MC01/Session3/wav_arrayMic/0316.wav,MC01,we've done it in the past,we've done it in the past
1634,3000.0,TORGO/MC01/Session3/wav_arrayMic/0387.wav,MC01,oh,full
1635,1950.0,TORGO/MC01/Session3/wav_arrayMic/0285.wav,MC01,oh,owe
1636,2550.0,TORGO/MC01/Session3/wav_arrayMic/0393.wav,MC01,table,table
1637,2700.0,TORGO/MC01/Session3/wav_arrayMic/0167.wav,MC01,is,is
1638,2700.0,TORGO/MC01/Session3/wav_arrayMic/0287.wav,MC01,row,row
1639,2850.0,TORGO/MC01/Session3/wav_arrayMic/0039.wav,MC01,beef,beep
1640,2850.0,TORGO/MC01/Session3/wav_arrayMic/0117.wav,MC01,eight,ate
1641,3300.0,TORGO/MC01/Session3/wav_arrayMic/0392.wav,MC01,it looked like an accordion,it looked like an accordion
1642,3150.0,TORGO/MC01/Session3/wav_arrayMic/0176.wav,MC01,charm,charm
1644,2850.0,TORGO/MC01/Session3/wav_arrayMic/0232.wav,MC01,huh,pat
1645,6300.0,TORGO/MC01/Session3/wav_arrayMic/0023.wav,MC01,at twilight on the twelfth day we'll have shabbles,at twilight on the twelfth day we'll have chablis
1646,3900.0,TORGO/MC01/Session3/wav_arrayMic/0240.wav,MC01,wax,wax
1647,3000.0,TORGO/MC01/Session3/wav_arrayMic/0027.wav,MC01,center,center
1648,2700.0,TORGO/MC01/Session3/wav_arrayMic/0087.wav,MC01,how,fell
1649,1650.0,TORGO/MC01/Session3/wav_arrayMic/0219.wav,MC01,low,blow
1650,4200.0,TORGO/MC01/Session3/wav_arrayMic/0055.wav,MC01,the marriage went well from the start,the marriage went well from the start
1651,2850.0,TORGO/MC01/Session3/wav_arrayMic/0098.wav,MC01,ticks,ticks
1652,2250.0,TORGO/MC01/Session3/wav_arrayMic/0140.wav,MC01,pet,pet
1653,4950.0,TORGO/MC01/Session3/wav_arrayMic/0239.wav,MC01,handle it any way you have to,handle it any way you have to
1654,2693.5,TORGO/MC01/Session3/wav_arrayMic/0225.wav,MC01,oh,bow 
1655,3450.0,TORGO/MC01/Session3/wav_arrayMic/0188.wav,MC01,lies,lies
1656,2550.0,TORGO/MC01/Session3/wav_arrayMic/0391.wav,MC01,panel,panel
1657,3150.0,TORGO/MC01/Session3/wav_arrayMic/0136.wav,MC01,what,wax
1658,2550.0,TORGO/MC01/Session3/wav_arrayMic/0141.wav,MC01,hush,hatch
1659,2700.0,TORGO/MC01/Session3/wav_arrayMic/0130.wav,MC01,yes,ease
1660,6150.0,TORGO/MC01/Session3/wav_arrayMic/0217.wav,MC01,we experienced the stress and frustration obtaining our degrees,we experience distress and frustration obtaining our degrees
1661,2400.0,TORGO/MC01/Session3/wav_arrayMic/0026.wav,MC01,sticks,sticks
1662,2700.0,TORGO/MC01/Session3/wav_arrayMic/0278.wav,MC01,hint,hate
1663,2550.0,TORGO/MC01/Session3/wav_arrayMic/0068.wav,MC01,ember,ember
1664,4800.0,TORGO/MC01/Session3/wav_arrayMic/0255.wav,MC01,eat your raisins outdoors on the porch steps,eat your raisins outdoors on the porch steps
1665,2400.0,TORGO/MC01/Session3/wav_arrayMic/0342.wav,MC01,reach,reach
1666,2550.0,TORGO/MC01/Session3/wav_arrayMic/0306.wav,MC01,eight,hid
1667,2550.0,TORGO/MC01/Session3/wav_arrayMic/0362.wav,MC01,phone,phone
1668,2400.0,TORGO/MC01/Session3/wav_arrayMic/0396.wav,MC01,ramp,ramp
1669,3150.0,TORGO/MC01/Session3/wav_arrayMic/0172.wav,MC01,we know we can score,we know we can score
1670,4500.0,TORGO/MC01/Session3/wav_arrayMic/0334.wav,MC01,he can't abide mistakes in his own game,he can't abide mistakes in his own game
1671,5100.0,TORGO/MC01/Session3/wav_arrayMic/0166.wav,MC01,be prepared for odd behavior from friends,be prepared for odd behavior from friends
1672,2400.0,TORGO/MC01/Session3/wav_arrayMic/0336.wav,MC01,with,with
1673,3900.0,TORGO/MC01/Session3/wav_arrayMic/0137.wav,MC01,he has played very well,he has played very well
1674,2850.0,TORGO/MC01/Session3/wav_arrayMic/0071.wav,MC01,eight,ape
1675,2550.0,TORGO/MC01/Session3/wav_arrayMic/0112.wav,MC01,eight,ache
1677,4200.0,TORGO/MC01/Session3/wav_arrayMic/0108.wav,MC01,range was a vital detail,range was a vital detail
1678,2700.0,TORGO/MC01/Session3/wav_arrayMic/0390.wav,MC01,hold,sold
1679,3300.0,TORGO/MC01/Session3/wav_arrayMic/0173.wav,MC01,we know we can score,we know we can score
1680,2700.0,TORGO/MC01/Session3/wav_arrayMic/0110.wav,MC01,right,fat
1681,1950.0,TORGO/MC01/Session3/wav_arrayMic/0067.wav,MC01,cash,cash
1682,3150.0,TORGO/MC01/Session3/wav_arrayMic/0011.wav,MC01,yes,sea
1683,2400.0,TORGO/MC01/Session3/wav_arrayMic/0371.wav,MC01,both,bull
1684,2400.0,TORGO/MC01/Session3/wav_arrayMic/0323.wav,MC01,wow,ball
1685,2700.0,TORGO/MC01/Session3/wav_arrayMic/0404.wav,MC01,pete,beat
1686,2550.0,TORGO/MC01/Session3/wav_arrayMic/0236.wav,MC01,corn,corn
1687,2550.0,TORGO/MC01/Session3/wav_arrayMic/0349.wav,MC01,gable,gable
1688,4650.0,TORGO/MC01/Session3/wav_arrayMic/0095.wav,MC01,we shelled clams for their chowder,we shelled clams for the chowder
1689,3000.0,TORGO/MC01/Session3/wav_arrayMic/0021.wav,MC01,six,six
1690,2250.0,TORGO/MC01/Session3/wav_arrayMic/0344.wav,MC01,peel,feel
1692,2550.0,TORGO/MC01/Session3/wav_arrayMic/0213.wav,MC01,feet,feet
1693,4350.0,TORGO/MC01/Session3/wav_arrayMic/0320.wav,MC01,they received all the things they needed,they received all the things they needed
1694,2700.0,TORGO/MC01/Session3/wav_arrayMic/0317.wav,MC01,fork,fork
1695,2850.0,TORGO/MC01/Session3/wav_arrayMic/0012.wav,MC01,bumper,bumper
1696,3150.0,TORGO/MC01/Session3/wav_arrayMic/0415.wav,MC01,so he hides the maneuvers,so he hides the mayonnaise
1697,4800.0,TORGO/MC01/Session3/wav_arrayMic/0338.wav,MC01,we got drenched from the uninterrupted rain,we got drenched from the uninterrupted rain
1698,2550.0,TORGO/MC01/Session3/wav_arrayMic/0096.wav,MC01,rick,rake
1699,4350.0,TORGO/MC01/Session3/wav_arrayMic/0283.wav,MC01,both cars were slightly damaged,both cars were slightly damaged
1700,3900.0,TORGO/MC01/Session3/wav_arrayMic/0410.wav,MC01,it's impossible to deal with bureaucracy,it's impossible to deal with bureaucracy
1701,4200.0,TORGO/MC01/Session3/wav_arrayMic/0169.wav,MC01,we are the largest of four states,we are the largest of the four states
1702,2850.0,TORGO/MC01/Session3/wav_arrayMic/0291.wav,MC01,hold,hold
1703,2700.0,TORGO/MC01/Session3/wav_arrayMic/0077.wav,MC01,food,food
1704,3000.0,TORGO/MC01/Session3/wav_arrayMic/0033.wav,MC01,temper,temper
1705,3150.0,TORGO/MC01/Session3/wav_arrayMic/0258.wav,MC01,hard,pad
1706,2550.0,TORGO/MC01/Session3/wav_arrayMic/0199.wav,MC01,need,aid
1707,6900.0,TORGO/MC01/Session3/wav_arrayMic/0381.wav,MC01,they make ginshaws and deal in parts supplies and some use gin machinery,they make gin saws and deal in parts supplies and some used gin machinery
1708,2250.0,TORGO/MC01/Session3/wav_arrayMic/0350.wav,MC01,boat,boat
1709,7200.0,TORGO/MC01/Session3/wav_arrayMic/0019.wav,MC01,her position covers a number of daily tasks common to any social director,her position covers a number of daily tasks common to any social director
1710,2550.0,TORGO/MC01/Session3/wav_arrayMic/0252.wav,MC01,cake,cake
1711,3150.0,TORGO/MC01/Session3/wav_arrayMic/0120.wav,MC01,bunch,bunch
1712,2400.0,TORGO/MC01/Session3/wav_arrayMic/0198.wav,MC01,reap,reap
1713,2250.0,TORGO/MC01/Session3/wav_arrayMic/0256.wav,MC01,torn,torn
1714,3000.0,TORGO/MC01/Session3/wav_arrayMic/0196.wav,MC01,had,had
1715,3900.0,TORGO/MC01/Session3/wav_arrayMic/0238.wav,MC01,handle it any way you have to,handle it any way you have to
1716,4500.0,TORGO/MC01/Session3/wav_arrayMic/0220.wav,MC01,we're all disappointed with our start,we're all disappointed with our start
1717,2550.0,TORGO/MC01/Session3/wav_arrayMic/0380.wav,MC01,crawl,crawl
1718,4350.0,TORGO/MC01/Session3/wav_arrayMic/0036.wav,MC01,i don't think it's a good idea,i don't think it's a good idea
1719,3000.0,TORGO/MC01/Session3/wav_arrayMic/0028.wav,MC01,mark,mock
1720,2550.0,TORGO/MC01/Session3/wav_arrayMic/0330.wav,MC01,cork,cork
1721,3000.0,TORGO/MC01/Session3/wav_arrayMic/0089.wav,MC01,reeks,rakes
1722,2400.0,TORGO/MC01/Session3/wav_arrayMic/0194.wav,MC01,hail,hail
1723,2550.0,TORGO/MC01/Session3/wav_arrayMic/0374.wav,MC01,call,tall
1724,2850.0,TORGO/MC01/Session3/wav_arrayMic/0171.wav,MC01,we know we can score,we know we can score
1725,2700.0,TORGO/MC01/Session3/wav_arrayMic/0078.wav,MC01,six,sticks
1726,2700.0,TORGO/MC01/Session3/wav_arrayMic/0386.wav,MC01,spring,sprain
1727,2400.0,TORGO/MC01/Session3/wav_arrayMic/0300.wav,MC01,had,had
1728,2700.0,TORGO/MC01/Session3/wav_arrayMic/0118.wav,MC01,six,seat
1729,3000.0,TORGO/MC01/Session3/wav_arrayMic/0091.wav,MC01,cheese,cheese
1730,2850.0,TORGO/MC01/Session3/wav_arrayMic/0058.wav,MC01,yes,guess
1732,3450.0,TORGO/MC01/Session3/wav_arrayMic/0174.wav,MC01,eight,ate
1733,4950.0,TORGO/MC01/Session3/wav_arrayMic/0221.wav,MC01,continental drift is a geological theory,continental drift is a geological theory
1734,2550.0,TORGO/MC01/Session3/wav_arrayMic/0355.wav,MC01,pace,pace
1735,3450.0,TORGO/MC01/Session3/wav_arrayMic/0280.wav,MC01,there is such a program,there is such a program
1736,2700.0,TORGO/MC01/Session3/wav_arrayMic/0259.wav,MC01,how,hall
1737,5100.0,TORGO/MC01/Session3/wav_arrayMic/0152.wav,MC01,the prowler wore a ski mask for disguise,the prowler wore a ski mask for disguise
1738,4050.0,TORGO/MC01/Session3/wav_arrayMic/0395.wav,MC01,only two seemed really appealing to me,only two seemed really appealing to me
1739,2700.0,TORGO/MC01/Session3/wav_arrayMic/0153.wav,MC01,card,pat
1740,2700.0,TORGO/MC01/Session3/wav_arrayMic/0024.wav,MC01,note,neat
1741,2700.0,TORGO/MC01/Session3/wav_arrayMic/0168.wav,MC01,cash,cash
1742,2100.0,TORGO/MC01/Session3/wav_arrayMic/0122.wav,MC01,tug,dug
1743,1500.0,TORGO/MC01/Session3/wav_arrayMic/0269.wav,MC01,term,term
1744,3000.0,TORGO/MC01/Session3/wav_arrayMic/0007.wav,MC01,she,she
1745,2100.0,TORGO/MC01/Session3/wav_arrayMic/0222.wav,MC01,feed,feed
1746,2700.0,TORGO/MC01/Session3/wav_arrayMic/0373.wav,MC01,fine note,final
1747,3900.0,TORGO/MC01/Session3/wav_arrayMic/0129.wav,MC01,look for pockets of black sand,look for pockets of black sand
1748,3300.0,TORGO/MC01/Session3/wav_arrayMic/0177.wav,MC01,weeks,leaks
1749,2700.0,TORGO/MC01/Session3/wav_arrayMic/0209.wav,MC01,hard,hat
1750,3000.0,TORGO/MC01/Session3/wav_arrayMic/0047.wav,MC01,reap,reap
1752,2250.0,TORGO/MC01/Session3/wav_arrayMic/0210.wav,MC01,or,are
1753,2700.0,TORGO/MC01/Session3/wav_arrayMic/0343.wav,MC01,big,big
1754,2250.0,TORGO/MC01/Session3/wav_arrayMic/0133.wav,MC01,bunch,bunch
1755,3450.0,TORGO/MC01/Session3/wav_arrayMic/0214.wav,MC01,it was a great meeting,it was a great meeting
1757,2700.0,TORGO/MC01/Session3/wav_arrayMic/0159.wav,MC01,peace,peas
1758,2700.0,TORGO/MC01/Session3/wav_arrayMic/0203.wav,MC01,add,add
1759,2400.0,TORGO/MC01/Session3/wav_arrayMic/0104.wav,MC01,wax,wax
1760,2550.0,TORGO/MC01/Session3/wav_arrayMic/0405.wav,MC01,sure,shawl
1761,4350.0,TORGO/MC01/Session3/wav_arrayMic/0070.wav,MC01,it requires no big investment,it requires no big investment
1762,2400.0,TORGO/MC01/Session3/wav_arrayMic/0281.wav,MC01,had,had
1763,2400.0,TORGO/MC01/Session3/wav_arrayMic/0411.wav,MC01,oh,all
1764,3150.0,TORGO/MC01/Session3/wav_arrayMic/0400.wav,MC01,we just sat there giggling,we just sat there giggling
1765,2700.0,TORGO/MC01/Session3/wav_arrayMic/0017.wav,MC01,yes,see
1766,2850.0,TORGO/MC01/Session3/wav_arrayMic/0054.wav,MC01,nine,nine
1767,3000.0,TORGO/MC01/Session3/wav_arrayMic/0029.wav,MC01,no,me
1768,1950.0,TORGO/MC01/Session3/wav_arrayMic/0243.wav,MC01,sink,sink
1769,2550.0,TORGO/MC01/Session3/wav_arrayMic/0124.wav,MC01,sure,chap
1770,2550.0,TORGO/MC01/Session3/wav_arrayMic/0115.wav,MC01,mm,heat
1771,4500.0,TORGO/MC01/Session3/wav_arrayMic/0228.wav,MC01,the family requests that flowers be omitted,the family requests that flowers be omitted
1772,4800.0,TORGO/MC01/Session3/wav_arrayMic/0399.wav,MC01,it fell out of his pocket,it fell out of his pocket
1773,2850.0,TORGO/MC01/Session3/wav_arrayMic/0162.wav,MC01,so,sell
1774,2700.0,TORGO/MC01/Session3/wav_arrayMic/0226.wav,MC01,bad,bad
1775,4950.0,TORGO/MC01/Session3/wav_arrayMic/0022.wav,MC01,i was pleased with the way things went,i was pleased with the way things went
1776,2100.0,TORGO/MC01/Session3/wav_arrayMic/0253.wav,MC01,tip,tip
1777,4350.0,TORGO/MC01/Session3/wav_arrayMic/0090.wav,MC01,i wanted to be an actress,i wanted to be an actress
1778,3450.0,TORGO/MC01/Session3/wav_arrayMic/0364.wav,MC01,we got married right here,we got married right here
1779,7950.0,TORGO/MC01/Session3/wav_arrayMic/0101.wav,MC01,there was no confirmation of such massive assaults from independent sources,there was no confirmation of such massive assaults from independent sources
1780,2850.0,TORGO/MC01/Session3/wav_arrayMic/0005.wav,MC01,code,code
1782,3000.0,TORGO/MC01/Session3/wav_arrayMic/0135.wav,MC01,racks,racks
1783,2700.0,TORGO/MC01/Session3/wav_arrayMic/0025.wav,MC01,mmm,meat
1784,1650.0,TORGO/MC01/Session3/wav_arrayMic/0297.wav,MC01,that,that
1785,2700.0,TORGO/MC01/Session3/wav_arrayMic/0379.wav,MC01,street,screech
1786,3300.0,TORGO/MC01/Session3/wav_arrayMic/0064.wav,MC01,nice,nice
1787,3450.0,TORGO/MC01/Session3/wav_arrayMic/0305.wav,MC01,she will order the wine,she will order the wine
1788,2700.0,TORGO/MC01/Session3/wav_arrayMic/0352.wav,MC01,oh,fold
1789,2250.0,TORGO/MC01/Session3/wav_arrayMic/0333.wav,MC01,why,wipe
1790,3300.0,TORGO/MC01/Session3/wav_arrayMic/0043.wav,MC01,spit,spit
1791,2550.0,TORGO/MC01/Session3/wav_arrayMic/0121.wav,MC01,sweet,feet
